"","passanger","weather","time","couponType","expiration","age","maritalStatus","has_children","education","occupation","income","Bar","CoffeeHouse","CarryAway","Restaurant20To50","toCoupon","Y"
"206","Alone","Sunny","10AM","Coffee House","2h","20-30","Single","0","Some college - no degree","employed","High","less1","never","gt8","less1","5min - 15min","0"
"207","Alone","Sunny","6PM","Bar","1d","20-30","Single","0","Some college - no degree","employed","High","less1","never","gt8","less1","5min - 15min","1"
"208","Alone","Sunny","6PM","Restaurant(20-50)","1d","20-30","Single","0","Some college - no degree","employed","High","less1","never","gt8","less1","15min - 25min","0"
"209","Alone","Sunny","6PM","Coffee House","2h","20-30","Single","0","Some college - no degree","employed","High","less1","never","gt8","less1","5min - 15min","0"
"210","Alone","Sunny","7AM","Coffee House","2h","20-30","Single","0","Some college - no degree","employed","High","less1","never","gt8","less1","more than 25min","0"
"211","Alone","Sunny","7AM","Bar","1d","20-30","Single","0","Some college - no degree","employed","High","less1","never","gt8","less1","more than 25min","0"
"212","Alone","Sunny","7AM","Restaurant(20-50)","1d","20-30","Single","0","Some college - no degree","employed","High","less1","never","gt8","less1","15min - 25min","1"
"213","Alone","Sunny","7AM","Carry out & Take away","2h","20-30","Single","0","Some college - no degree","employed","High","less1","never","gt8","less1","5min - 15min","1"
"214","Alone","Sunny","7AM","Restaurant(<20)","1d","20-30","Single","0","Some college - no degree","employed","High","less1","never","gt8","less1","5min - 15min","1"
"215","Alone","Sunny","7AM","Coffee House","2h","20-30","Single","0","Some college - no degree","employed","High","less1","never","gt8","less1","15min - 25min","0"
"216","Alone","Sunny","2PM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","5min - 15min","1"
"217","Friend(s)","Sunny","10AM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","5min - 15min","1"
"218","Friend(s)","Sunny","10AM","Carry out & Take away","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","15min - 25min","1"
"219","Friend(s)","Sunny","2PM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","15min - 25min","1"
"220","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","15min - 25min","1"
"221","Friend(s)","Sunny","6PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","15min - 25min","1"
"222","Friend(s)","Sunny","2PM","Carry out & Take away","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","15min - 25min","1"
"223","Partner","Sunny","10AM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","5min - 15min","1"
"224","Partner","Sunny","10AM","Restaurant(20-50)","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","5min - 15min","1"
"225","Partner","Sunny","10AM","Bar","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","5min - 15min","0"
"226","Partner","Sunny","10AM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","15min - 25min","1"
"227","Partner","Sunny","6PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","5min - 15min","1"
"228","Partner","Sunny","6PM","Bar","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","15min - 25min","1"
"229","Alone","Sunny","6PM","Bar","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","5min - 15min","1"
"230","Alone","Sunny","6PM","Restaurant(20-50)","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","15min - 25min","1"
"231","Alone","Sunny","6PM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","5min - 15min","0"
"232","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","more than 25min","1"
"233","Alone","Sunny","7AM","Bar","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","more than 25min","1"
"234","Alone","Sunny","7AM","Restaurant(20-50)","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","15min - 25min","0"
"235","Alone","Sunny","7AM","Carry out & Take away","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","5min - 15min","0"
"236","Alone","Sunny","7AM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","5min - 15min","0"
"237","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","High","1~3","1~3","1~3","1~3","15min - 25min","0"
"238","Alone","Sunny","2PM","Restaurant(<20)","1d","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","5min - 15min","1"
"239","Friend(s)","Sunny","10AM","Coffee House","2h","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","5min - 15min","1"
"240","Friend(s)","Sunny","10AM","Bar","1d","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","5min - 15min","1"
"241","Friend(s)","Sunny","10AM","Carry out & Take away","2h","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","15min - 25min","1"
"242","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","5min - 15min","1"
"243","Friend(s)","Sunny","2PM","Coffee House","2h","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","15min - 25min","1"
"244","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","15min - 25min","1"
"245","Friend(s)","Sunny","2PM","Restaurant(<20)","1d","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","15min - 25min","1"
"246","Friend(s)","Sunny","6PM","Coffee House","2h","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","5min - 15min","0"
"247","Friend(s)","Sunny","6PM","Restaurant(<20)","2h","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","15min - 25min","1"
"248","Friend(s)","Sunny","2PM","Coffee House","2h","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","5min - 15min","0"
"249","Friend(s)","Sunny","2PM","Carry out & Take away","1d","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","15min - 25min","1"
"250","Alone","Sunny","10AM","Coffee House","2h","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","5min - 15min","1"
"251","Alone","Sunny","6PM","Bar","1d","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","5min - 15min","1"
"252","Alone","Sunny","6PM","Restaurant(20-50)","1d","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","15min - 25min","0"
"253","Alone","Sunny","6PM","Coffee House","2h","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","5min - 15min","0"
"254","Alone","Sunny","7AM","Coffee House","2h","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","more than 25min","1"
"255","Alone","Sunny","7AM","Bar","1d","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","more than 25min","0"
"256","Alone","Sunny","7AM","Restaurant(20-50)","1d","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","15min - 25min","1"
"257","Alone","Sunny","7AM","Carry out & Take away","2h","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","5min - 15min","1"
"258","Alone","Sunny","7AM","Restaurant(<20)","1d","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","5min - 15min","0"
"259","Alone","Sunny","7AM","Coffee House","2h","20-30","Single","0","High School Graduate","unemployed","Low","1~3","never","4~8","less1","15min - 25min","0"
"260","Alone","Sunny","2PM","Restaurant(<20)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","5min - 15min","1"
"261","Friend(s)","Sunny","10AM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","5min - 15min","1"
"262","Friend(s)","Sunny","10AM","Carry out & Take away","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","1"
"263","Friend(s)","Sunny","2PM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","0"
"264","Friend(s)","Sunny","2PM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","0"
"265","Friend(s)","Sunny","6PM","Restaurant(<20)","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","1"
"266","Friend(s)","Sunny","2PM","Carry out & Take away","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","1"
"267","Kid(s)","Sunny","10AM","Restaurant(<20)","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","1"
"268","Kid(s)","Sunny","10AM","Carry out & Take away","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","0"
"269","Kid(s)","Sunny","10AM","Bar","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","0"
"270","Kid(s)","Sunny","2PM","Restaurant(<20)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","5min - 15min","1"
"271","Kid(s)","Sunny","2PM","Restaurant(<20)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","1"
"272","Kid(s)","Sunny","6PM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","0"
"273","Alone","Sunny","6PM","Bar","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","5min - 15min","1"
"274","Alone","Sunny","6PM","Restaurant(20-50)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","1"
"275","Alone","Sunny","6PM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","5min - 15min","0"
"276","Alone","Sunny","7AM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","more than 25min","1"
"277","Alone","Sunny","7AM","Bar","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","more than 25min","0"
"278","Alone","Sunny","7AM","Restaurant(20-50)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","1"
"279","Alone","Sunny","7AM","Carry out & Take away","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","5min - 15min","1"
"280","Alone","Sunny","7AM","Restaurant(<20)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","5min - 15min","1"
"281","Alone","Sunny","7AM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","unemployed","Medium","never","less1","1~3","less1","15min - 25min","0"
"282","Alone","Sunny","2PM","Restaurant(<20)","1d","40-50","Divorced","1","Bachelors degree","employed","Low","never","gt8","less1","never","5min - 15min","1"
"283","Friend(s)","Sunny","10AM","Coffee House","2h","40-50","Divorced","1","Bachelors degree","employed","Low","never","gt8","less1","never","5min - 15min","1"
"284","Friend(s)","Sunny","10AM","Carry out & Take away","2h","40-50","Divorced","1","Bachelors degree","employed","Low","never","gt8","less1","never","15min - 25min","0"
"285","Friend(s)","Sunny","2PM","Coffee House","2h","40-50","Divorced","1","Bachelors degree","employed","Low","never","gt8","less1","never","15min - 25min","1"
"286","Friend(s)","Sunny","2PM","Coffee House","1d","40-50","Divorced","1","Bachelors degree","employed","Low","never","gt8","less1","never","15min - 25min","1"
"287","Friend(s)","Sunny","6PM","Restaurant(<20)","2h","40-50","Divorced","1","Bachelors degree","employed","Low","never","gt8","less1","never","15min - 25min","0"
"288","Friend(s)","Sunny","2PM","Carry out & Take away","1d","40-50","Divorced","1","Bachelors degree","employed","Low","never","gt8","less1","never","15min - 25min","0"
"289","Kid(s)","Sunny","10AM","Restaurant(<20)","2h","40-50","Divorced","1","Bachelors degree","employed","Low","never","gt8","less1","never","15min - 25min","0"
"290","Kid(s)","Sunny","10AM","Carry out & Take away","2h","40-50","Divorced","1","Bachelors degree","employed","Low","never","gt8","less1","never","15min - 25min","0"
